Language,Precision,Recall,F1-score
ru,0.8841201716738197,0.7279151943462897,0.7984496124031008
ukr,0.6377245508982036,0.7947761194029851,0.707641196013289
byr,0.7735849056603774,0.7295373665480427,0.750915750915751
