Language,Precision,Recall,F1-score
ru,0.8744186046511628,0.6643109540636042,0.7550200803212851
ukr,0.5824175824175825,0.7910447761194029,0.6708860759493671
byr,0.7193675889328063,0.6476868327402135,0.6816479400749064
